Date,FPI_Equity_Flow,FPI_Debt_Flow,FPI_Total_Flow,FPI_Equity_Flow_3M,FPI_Debt_Flow_3M,FPI_Equity_Flow_12M,FPI_Debt_Flow_12M
2014-07-10,-451.79,243.38,-208.42,9662.93,-577.9600000000002,38029.5,7465.43
2014-07-11,189.95,-64.74,125.21,9781.69,-1041.38,37336.689999999995,7112.31
2014-07-14,796.0,-542.79,253.21,10377.14,-1472.2900000000002,38065.57,6227.43
2014-07-15,559.16,-121.09,438.06,10310.97,-1911.8500000000001,38802.33,6207.410000000001
2014-07-16,-685.25,-303.73,-988.98,8972.96,-1775.98,37076.5,5898.86
2014-07-17,-394.81,60.17,-334.64,7884.629999999999,-1494.3300000000002,37305.700000000004,6138.87
2014-07-18,570.39,-307.12,263.26,8035.65,-1309.3400000000001,38875.490000000005,6120.17
2014-07-21,-391.24,327.79,-63.45,8115.91,-949.1000000000001,38164.24,6304.99
2014-07-22,-12.32,22.68,10.36,7186.87,-962.5400000000002,38302.95,6659.75
2014-07-23,375.03,-3.28,371.75,8035.07,-1050.0500000000002,39088.600000000006,6730.86
2014-07-24,-384.17,246.77,-137.4,7399.58,-871.8500000000001,38250.25,7226.18
2014-07-25,152.69,339.17,491.86,7829.41,-304.4100000000001,38181.04,7350.450000000001
2014-07-28,-567.01,43.97,-523.04,7194.47,-253.37000000000015,37796.07,6803.990000000001
2014-07-29,-200.68,-181.36,-382.04,6729.41,-35.50000000000014,38135.54,6963.11
2014-07-30,259.89,-482.19,-222.3,6728.62,-976.6600000000001,37859.2,6986.830000000001
2014-07-31,-696.5,-155.81,-852.31,5721.16,-1091.38,36737.6,6818.49
2014-08-01,320.24,-135.16,185.07,5134.54,-1129.8700000000001,37007.43,6628.62
2014-08-04,90.18,82.12,172.3,4897.95,-1574.4300000000003,36074.29,6595.14
2014-08-05,376.24,-53.54,322.7,5296.2699999999995,-1305.3000000000002,36885.57,6625.5
2014-08-06,211.96,256.38,468.34,4926.19,-761.24,37760.29,6892.070000000001
2014-08-07,782.07,-133.89,648.18,5013.52,-616.26,38788.31,6597.93
2014-08-08,162.61,32.89,195.5,5689.93,-613.01,38873.71,6268.6900000000005
2014-08-11,-114.7,405.2,290.49,5176.530000000001,-387.30000000000007,38537.340000000004,7210.400000000001
2014-08-12,161.15,152.55,313.7,4887.09,-506.65000000000003,38719.10999999999,7423.63
2014-08-13,371.65,31.99,403.64,5307.5199999999995,-1296.26,38814.729999999996,7341.4800000000005
2014-08-14,124.43,-130.58,-6.15,4644.1,-802.0100000000001,39464.93,7436.29
2014-08-15,120.3,-139.97,-19.67,4739.43,-1174.6000000000001,38763.35,6726.97
2014-08-18,-251.0,-205.18,-456.18,4325.64,-1262.6399999999999,38453.43,6662.410000000001
2014-08-19,-231.45,-112.3,-343.75,4080.7300000000005,-1249.0200000000002,37563.329999999994,6512.5
2014-08-20,-601.3,276.7,-324.6,3371.6400000000003,-836.3900000000001,36690.67,6572.39
2014-08-21,974.79,-16.57,958.22,4794.57,-630.3300000000002,37337.08,6683.21
2014-08-22,-521.93,-354.93,-876.86,4892.67,-1540.62,36430.270000000004,6832.25
2014-08-25,-246.45,580.45,334.0,3748.97,-1262.8600000000001,35859.97,7491.3
2014-08-26,-259.2,145.99,-113.21,3813.25,-1173.83,35179.41,7278.460000000001
2014-08-27,547.46,-372.08,175.38,4756.41,-2001.21,34962.29,6957.450000000001
2014-08-28,-47.47,-82.55,-130.03,5685.64,-1680.0,34716.56,7078.830000000001
2014-08-29,723.87,83.27,807.14,6628.99,-1247.52,34985.93,6834.4
2014-09-01,-236.75,561.38,324.63,6953.78,-82.75000000000011,34694.05,7445.01
2014-09-02,239.5,-282.43,-42.94,6272.2699999999995,-205.36000000000013,34113.49,7265.63
2014-09-03,-317.67,342.81,25.14,5349.69,38.939999999999884,34034.020000000004,7513.6
2014-09-04,1172.57,469.85,1642.42,6766.34,427.9299999999999,34206.12,7702.22
2014-09-05,-493.8,-138.6,-632.4,5046.320000000001,194.5299999999999,33632.4,6799.110000000001
2014-09-08,254.91,-33.25,221.66,4710.35,534.5999999999999,34502.700000000004,6467.6900000000005
2014-09-09,416.89,-260.89,156.0,5189.660000000001,-17.240000000000123,34755.54,5808.849999999999
2014-09-10,306.9,-11.04,295.86,6646.26,-150.1700000000001,35302.969999999994,5899.6
2014-09-11,7.36,39.02,46.38,5408.15,-381.07000000000016,34790.009999999995,6196.38
2014-09-12,35.09,247.89,282.98,6038.03,384.65,35051.41,6375.57
2014-09-15,121.91,377.06,498.96,6882.639999999999,618.26,35296.409999999996,6670.4800000000005
2014-09-16,26.5,-174.43,-147.93,6297.849999999999,750.1599999999999,36167.68,6769.6
2014-09-17,581.94,-540.2,41.74,5559.91,279.15999999999985,36875.77,6231.99
2014-09-18,1205.26,43.63,1248.89,5973.030000000001,112.47999999999985,39192.97,6105.820000000001
2014-09-19,-178.75,138.06,-40.68,5412.33,173.20999999999987,39706.17,6085.76
2014-09-22,-584.9,124.83,-460.08,4430.05,503.49999999999983,38641.06,6009.3
2014-09-23,55.86,-48.0,7.86,3959.2,403.61999999999983,38204.020000000004,5824.01
2014-09-24,1389.85,87.43,1477.28,4869.59,900.5099999999999,39281.14,6013.54
2014-09-25,-301.84,504.63,202.8,4327.15,1010.0599999999998,39362.79,6622.34
2014-09-26,919.56,164.52,1084.08,5094.610000000001,1186.1699999999998,40206.21,7096.55
2014-09-29,938.85,-62.01,876.84,5964.76,738.5999999999998,41046.86,6449.110000000001
2014-09-30,-176.79,-100.06,-276.85,6064.95,746.4999999999999,41349.25,6295.01
2014-10-01,384.49,-0.96,383.54,6489.78,852.6099999999998,40882.04,6311.51
2014-10-02,914.2,541.02,1455.22,8150.460000000001,1572.8899999999999,41257.56,7081.17
2014-10-03,-89.56,-4.99,-94.55,8010.07,1255.0499999999997,41178.48,6145.4800000000005
2014-10-06,-1.79,44.06,42.27,8402.580000000002,1461.9399999999996,41063.25,6461.54
2014-10-07,-190.84,-94.69,-285.53,8663.53,1123.87,40668.22,6445.5
2014-10-08,-407.38,379.7,-27.68,8066.200000000001,1568.3099999999997,41181.71,6650.45
2014-10-09,-224.64,637.95,413.31,7045.56,2749.0499999999993,40980.66,7058.34
2014-10-10,-511.97,185.18,-326.79,5974.43,3055.3199999999997,40709.68,6906.14
2014-10-13,117.04,74.83,191.87,6776.72,3433.8799999999997,41227.53,6388.6900000000005
2014-10-14,-284.99,61.03,-223.95,6886.540000000001,3434.74,40983.090000000004,6247.87
2014-10-15,216.89,-665.29,-448.4,6533.04,3076.5699999999997,40201.14,5849.39
2014-10-16,-677.95,273.55,-404.4,6246.33,3022.33,39102.77,6150.02
2014-10-17,265.44,90.25,355.69,6524.090000000001,3089.8999999999996,39553.8,6097.92
2014-10-20,516.76,178.5,695.27,6665.82,3271.68,39684.270000000004,5605.950000000001
2014-10-21,-896.87,-163.44,-1060.31,6153.12,2861.47,37987.72,5811.85
2014-10-22,287.03,-65.34,221.69,6287.46,2456.96,37712.43,5335.740000000001
2014-10-23,713.83,-73.31,640.53,7568.299999999999,2339.6799999999994,38296.44,5158.46
2014-10-24,-504.82,356.49,-148.33,7264.16,2877.5299999999997,38015.090000000004,5213.6
2014-10-27,936.29,-63.63,872.66,7940.56,3296.0899999999997,38502.270000000004,5130.570000000001
2014-10-28,309.51,674.8,984.31,8946.57,4126.7,38515.03999999999,6008.1
2014-10-29,-252.51,179.26,-73.25,8373.82,4441.12,37714.93,5912.1
2014-10-30,72.12,-332.7,-260.59,8355.76,4026.2999999999997,37369.46,5333.070000000001
2014-10-31,379.16,11.44,390.6,8358.68,4091.2799999999997,37123.840000000004,5002.89
2014-11-03,138.0,-145.5,-7.5,8284.72,3689.3999999999996,37429.46,4811.38
2014-11-04,369.38,-608.31,-238.94,7872.03,3214.98,37040.14,4333.02
2014-11-05,-360.34,529.84,169.5,7349.080000000001,3711.9299999999994,36481.0,5280.500000000001
2014-11-06,184.68,260.94,445.62,7648.46,3567.6699999999996,35528.05,5245.63
2014-11-07,-606.86,209.96,-396.9,6880.45,3625.08,35165.78,5278.42
2014-11-10,44.39,99.62,144.01,6553.1900000000005,3692.71,34242.19,5617.77
2014-11-11,-351.95,-364.61,-716.56,6076.8099999999995,3458.68,33691.280000000006,5364.7300000000005
2014-11-12,-267.76,-95.09,-362.85,5688.750000000001,3503.56,33649.23,5359.67
2014-11-13,718.05,302.53,1020.58,6657.800000000001,4011.2699999999995,34509.219999999994,6057.1
2014-11-14,645.66,-265.37,380.29,7534.910000000001,3858.2,35215.05,5987.03
2014-11-17,404.57,-709.53,-304.96,8540.78,2871.97,35307.54,5567.650000000001
2014-11-18,-446.16,-18.13,-464.29,7119.83,2870.41,34499.96,5623.26
2014-11-19,-58.2,7.47,-50.73,7583.56,3232.8099999999995,34628.61,5802.34
2014-11-20,706.55,90.67,797.22,8536.56,2743.0299999999997,35247.340000000004,6331.110000000001
2014-11-21,170.86,268.56,439.41,8966.62,2865.5999999999995,34247.060000000005,5942.89
2014-11-24,1259.66,241.28,1500.95,9678.82,3478.9599999999996,34542.95,5758.41
2014-11-25,296.66,127.63,424.29,10022.95,3689.14,34521.450000000004,6069.75
2014-11-26,196.02,408.66,604.68,9495.1,4014.5299999999997,34598.47,6346.68
2014-11-27,-54.56,-405.69,-460.25,9677.29,3047.4599999999996,34383.89,5765.75
2014-11-28,166.77,201.37,368.14,9604.56,3531.2599999999998,34143.9,5559.79
2014-12-01,23.77,237.96,261.73,9946.0,3426.41,34579.07,5993.33
2014-12-02,454.05,-321.87,132.19,9227.48,2634.6899999999996,35061.81,5293.83
2014-12-03,578.35,-400.86,177.49,10299.63,2372.4299999999994,36374.45,5007.340000000001
2014-12-04,-292.99,-173.78,-466.78,9751.73,2231.8999999999996,35781.85,5184.32
2014-12-05,-565.62,-148.46,-714.08,8769.220000000001,2344.33,34792.630000000005,4768.62
2014-12-08,-818.1,276.03,-542.08,7644.220000000001,2631.3999999999996,34116.119999999995,4607.42
2014-12-09,354.0,-134.36,219.63,7990.860000000001,2458.0199999999995,33583.13,3646.6900000000005
2014-12-10,-451.68,-206.9,-658.59,7504.09,2003.2299999999993,33644.329999999994,3749.7100000000005
2014-12-11,-976.45,-133.49,-1109.94,6405.7300000000005,1492.6799999999996,33300.07,3356.54
2014-12-12,294.29,385.59,679.88,6673.52,2052.7,33382.130000000005,3815.07
2014-12-15,1346.5,53.91,1400.41,7438.08,2646.8099999999995,34105.08,3583.9700000000003
2014-12-16,96.96,-3.78,93.19,6329.780000000001,2599.3999999999996,33260.08,3971.34
2014-12-17,519.25,17.0,536.24,7027.780000000001,2478.3399999999992,33908.77,4317.17
2014-12-18,140.91,437.62,578.53,7753.59,2791.1299999999997,33410.34,4937.55
2014-12-19,50.56,-174.75,-124.2,7748.29,2664.3799999999997,33380.15,4689.110000000001
2014-12-22,559.54,444.65,1004.19,6917.98,3021.5999999999995,33926.0,5276.08
2014-12-23,-45.14,113.15,68.01,7174.68,2630.1199999999994,33339.030000000006,5141.51
2014-12-24,233.7,1.87,235.57,6488.820000000001,2467.47,33146.57,4785.31
2014-12-25,260.85,800.27,1061.12,5810.820000000001,3329.75,34095.619999999995,5355.71
2014-12-26,-234.05,-266.69,-500.74,5753.56,3163.12,33023.3,4553.38
2014-12-29,596.02,-56.11,539.92,5965.09,3107.97,32829.270000000004,4322.5199999999995
2014-12-30,12.52,-319.73,-307.21,5063.41,2247.22,33054.57,4317.86
2014-12-31,-277.87,335.74,57.87,4875.1,2587.9499999999994,32478.800000000003,4194.59
2015-01-01,368.25,556.76,925.01,5245.14,3100.6499999999996,32500.030000000002,4882.9
2015-01-02,-349.23,550.98,201.74,5086.75,3746.3199999999997,31920.460000000003,5110.75
2015-01-05,114.09,417.18,531.28,5608.22,3783.7999999999993,32209.7,5005.81
2015-01-06,95.44,-9.29,86.15,5928.3,3136.5599999999995,32540.95,4809.51
2015-01-07,642.95,-59.57,583.38,7083.22,2891.81,33096.68,5148.79
2015-01-08,337.35,-451.35,-114.0,7303.53,2365.629999999999,32747.67,4922.900000000001
2015-01-09,87.49,660.76,748.25,7676.01,2965.3599999999997,32463.36,5136.84
2015-01-12,508.88,190.69,699.58,7968.0,3821.3399999999997,33057.55,5328.27
2015-01-13,795.1,-97.59,697.52,9441.05,3450.1999999999994,33366.799999999996,5156.81
2015-01-14,378.91,448.42,827.32,9554.52,3808.3699999999994,35069.98,5327.58
2015-01-15,105.18,-241.83,-136.65,9142.94,3388.0399999999995,34500.78,4826.85
2015-01-16,-555.92,171.99,-383.93,9483.89,3723.4699999999993,34714.72,4865.2
2015-01-19,-432.56,-1.79,-434.35,8764.300000000001,3787.0199999999995,34363.38,4876.01
2015-01-20,-52.61,241.6,188.99,7997.860000000001,4101.929999999999,34770.6,5161.410000000001
2015-01-21,-204.76,30.93,-173.83,8297.92,3776.37,35113.18,4884.97
2015-01-22,6.51,-385.28,-378.76,7368.14,3454.7199999999993,34439.28,4283.62
2015-01-23,128.32,72.67,201.0,7186.950000000001,2852.5899999999997,34701.45,4383.4800000000005
2015-01-26,364.85,364.66,729.51,7804.31,3037.99,34793.05,4373.51
2015-01-27,64.75,41.24,105.99,7796.9400000000005,3411.93,34781.26,4403.46
2015-01-28,343.25,282.53,625.79,7761.03,3683.0199999999995,34785.990000000005,4891.490000000001
2015-01-29,132.24,-263.66,-131.42,7755.2699999999995,3564.8599999999997,34779.82,4805.52
2015-01-30,-887.73,42.12,-845.61,6498.160000000001,4215.289999999999,34433.59,5091.26
2015-02-02,-369.67,-137.35,-507.02,6488.83,3548.0999999999995,33465.79,4985.63
2015-02-03,27.96,274.09,302.05,6332.110000000001,3561.2499999999995,33640.63,4839.6
2015-02-04,-504.85,59.45,-445.4,6434.12,3410.7399999999993,33814.07,5090.58
2015-02-05,399.96,257.02,656.99,6789.69,3568.1399999999994,34328.09,5241.06
2015-02-06,865.38,376.31,1241.69,8007.02,4309.0599999999995,34343.09,5764.38
2015-02-09,709.38,257.49,966.87,8984.16,4661.639999999999,34527.36,6049.96
2015-02-10,-6.72,131.94,125.21,8259.39,4491.049999999999,34594.97,6584.91
2015-02-11,845.36,-249.46,595.9,8459.09,4506.96,35514.96,6351.610000000001
2015-02-12,174.33,49.16,223.5,8228.85,5265.65,35750.11,6408.88
2015-02-13,-68.54,-109.93,-178.47,8606.47,5173.849999999999,34543.200000000004,6086.86
2015-02-16,-206.7,-53.22,-259.92,8457.970000000001,5113.16,34045.53,5916.660000000001
2015-02-17,-51.23,-62.36,-113.6,7700.1900000000005,4960.129999999999,33679.28,6163.82
2015-02-18,-94.09,-243.98,-338.07,7435.24,4447.59,32970.049999999996,5544.58
2015-02-19,185.21,-537.2,-351.99,6360.79,3669.109999999999,32935.87,4894.290000000001
2015-02-20,180.29,-150.44,29.84,6244.42,3391.0399999999995,33145.68,4634.33
2015-02-23,101.52,108.01,209.54,6149.92,3090.3899999999994,33245.37,4695.09
2015-02-24,318.47,-354.45,-35.98,6522.95,3141.629999999999,33499.64,4445.97
2015-02-25,695.32,54.7,750.03,7051.5,2994.9599999999996,34113.57,4385.33
2015-02-26,574.78,620.08,1194.86,7602.51,3377.0799999999995,34224.54,4812.7300000000005
2015-02-27,-642.45,356.92,-285.53,6506.01,4055.87,33456.119999999995,5643.72
2015-03-02,-1176.96,543.06,-633.9,4750.7,4999.789999999999,31812.84,6298.41
2015-03-03,567.16,167.34,734.5,5610.85,5340.909999999999,32320.36,6492.23
2015-03-04,-583.44,400.25,-183.19,5593.03,5889.619999999999,31597.6,6765.63
2015-03-05,-12.38,-167.19,-179.57,6398.749999999999,5446.4,32484.32,6190.45
2015-03-06,-485.06,-143.3,-628.36,5559.69,5437.46,31441.1,6228.67
2015-03-09,-800.99,-771.74,-1572.73,5210.38,4872.62,30366.87,5556.320000000001
2015-03-10,370.73,405.84,776.58,6557.5599999999995,5411.95,30138.59,6065.92
2015-03-11,479.58,512.1,991.67,6742.849999999999,5538.459999999999,31966.3,6768.48
2015-03-12,-188.26,-115.95,-304.21,5208.09,5368.599999999999,30633.850000000002,6706.69
2015-03-13,-1195.52,-26.19,-1221.71,3915.6099999999997,5346.19,29408.120000000003,6399.26
2015-03-16,-173.12,-176.16,-349.28,3223.24,5153.03,28580.91,6489.25
2015-03-17,295.9,164.8,460.7,3378.2299999999996,4880.209999999999,29296.76,6475.71
2015-03-18,-639.46,387.48,-251.98,2688.21,5442.44,28250.91,7323.76
2015-03-19,191.68,-472.83,-281.15,2320.35,4524.96,28869.300000000003,6969.33
2015-03-20,92.35,172.83,265.18,2457.8399999999997,4584.64,29173.53,7191.01
2015-03-23,389.65,-33.0,356.64,2613.79,4549.7699999999995,28506.16,6605.55
2015-03-24,159.79,84.02,243.81,2512.73,3833.52,28661.289999999997,6722.009999999999
2015-03-25,-386.53,187.7,-198.84,2360.2499999999995,4287.91,28066.04,7520.08
2015-03-26,698.29,-6.46,691.83,2462.5199999999995,4337.5599999999995,28229.3,8063.29
2015-03-27,20.74,18.92,39.66,2470.74,4676.21,27902.199999999997,8021.999999999999
2015-03-30,86.35,-14.16,72.19,2834.9599999999996,4326.31,27813.34,7773.71
2015-03-31,-366.63,341.09,-25.54,2100.08,4110.64,27164.23,7952.16
2015-04-01,-121.64,175.63,53.99,2327.6699999999996,3735.2899999999995,25740.88,8027.5199999999995
2015-04-02,-342.4,116.18,-226.23,1871.1799999999998,3434.2899999999995,25327.289999999997,7745.02
2015-04-03,13.53,-331.29,-317.76,1789.2699999999998,3112.2899999999995,25140.27,7525.610000000001
2015-04-06,955.85,-63.57,892.28,2102.17,3108.29,25470.79,7143.57
2015-04-07,-585.95,319.6,-266.35,1178.87,3879.24,24232.079999999998,7902.7699999999995
2015-04-08,-706.78,61.31,-645.47,384.5999999999999,3279.7899999999995,22831.78,8185.5599999999995
2015-04-09,835.59,247.86,1083.44,711.3099999999998,3336.96,23248.0,8925.53
2015-04-10,-4.66,579.95,575.29,-88.45000000000019,4014.4999999999995,23714.84,9537.93
2015-04-13,-234.54,361.58,127.05,-701.9000000000002,3927.66,22563.579999999998,9863.390000000001
2015-04-14,619.95,77.95,697.9,-187.1300000000001,4247.44,23656.7,9857.109999999999
2015-04-15,-202.81,-103.3,-306.1,165.97999999999985,3972.1499999999996,23202.57,9685.24
2015-04-16,1013.0,-716.06,296.94,1611.54,3257.8799999999997,24492.71,9197.45
2015-04-17,438.96,-0.52,438.45,2103.1099999999997,3015.7599999999998,24863.74,9204.0
2015-04-20,-143.96,-47.8,-191.76,2163.91,2937.03,24455.399999999998,9555.429999999998
2015-04-21,1178.65,167.11,1345.76,3336.0499999999997,3489.4199999999996,25373.37,9263.57
2015-04-22,-202.86,3.83,-199.03,3004.87,3420.58,24859.55,9308.49
2015-04-23,471.05,-46.12,424.93,3111.0699999999997,3009.7999999999997,24423.739999999998,9359.04
2015-04-24,249.65,-483.82,-234.17,3295.97,2484.7400000000002,24346.62,8348.539999999999
2015-04-27,750.87,-231.99,518.88,3703.5899999999997,1970.2199999999998,25119.57,8439.22
2015-04-28,880.76,193.0,1073.75,4452.11,2426.8799999999997,25418.29,8919.9
2015-04-29,116.0,564.77,680.77,5455.84,2949.5299999999997,24839.550000000003,9763.54
2015-04-30,-276.71,20.74,-255.97,5548.799999999999,3107.6199999999994,25076.64,9754.64
2015-05-01,329.99,148.34,478.33,5850.83,2981.87,25007.93,9723.49
2015-05-04,-238.86,335.74,96.89,6116.82,3258.16,24318.48,9787.33
2015-05-05,1106.69,-193.27,913.43,6823.55,2807.87,25473.95,8772.46
2015-05-06,168.27,160.04,328.31,6126.44,2591.6,24854.37,9557.33
2015-05-07,-82.66,-172.15,-254.81,5334.4,2161.96,24746.739999999998,9152.560000000001
2015-05-08,192.34,309.45,501.79,5533.46,2339.47,24776.29,9579.15
2015-05-11,-573.56,95.42,-478.14,4114.540000000001,2684.35,24189.27,9800.49
2015-05-12,-385.81,139.54,-246.27,3554.4,2774.7299999999996,23695.670000000002,10075.960000000001
2015-05-13,700.21,-184.78,515.43,4323.15,2699.88,24844.02,10113.81
2015-05-14,-228.45,262.11,33.66,4301.4,3015.2099999999996,25235.600000000002,9820.56
2015-05-15,-423.46,675.41,251.96,3929.1700000000005,3752.9799999999996,23914.89,10193.28
2015-05-18,368.33,-252.37,115.95,4391.59,3744.5899999999997,24606.7,9883.949999999999
2015-05-19,692.85,-51.93,640.92,4899.23,4229.86,25695.25,9376.72
2015-05-20,459.48,119.48,578.96,5178.42,4499.78,27131.43,9899.960000000001
2015-05-21,598.02,285.92,883.95,5674.92,4677.69,27948.93,10535.09
2015-05-22,-278.4,-117.86,-396.26,5078.05,4914.280000000001,28232.070000000003,11020.619999999999
2015-05-25,-610.91,-799.91,-1410.81,3771.8199999999997,4059.6699999999996,26700.15,10380.53
2015-05-26,850.67,457.76,1308.42,4047.71,3897.35,26945.91,10739.78
2015-05-27,-61.34,278.15,216.81,4628.82,3818.58,27128.65,10937.07
2015-05-28,-25.42,-472.88,-498.3,5780.360000000001,2802.6399999999994,25877.010000000002,10369.390000000001
2015-05-29,764.1,-132.27,631.83,5977.3,2503.0299999999997,26050.23,10610.44
2015-06-01,378.12,520.45,898.57,6938.860000000001,2623.23,26490.77,10839.939999999999
2015-06-02,327.94,484.34,812.28,7279.18,3274.7599999999998,27968.410000000003,11202.39
2015-06-03,1182.5,331.59,1514.09,8946.74,3749.6499999999996,27905.440000000002,11264.06
2015-06-04,-221.76,-2.83,-224.59,9525.97,4518.5599999999995,28278.47,11779.06
2015-06-05,563.92,74.9,638.82,9719.16,4187.62,29565.09,11710.509999999998
2015-06-08,128.51,10.72,139.23,9368.09,3686.24,29082.31,12027.56
2015-06-09,234.3,388.47,622.77,9790.65,4190.66,27996.73,12485.23
2015-06-10,864.23,-212.75,651.48,11850.400000000001,4004.1000000000004,28068.82,12062.17
2015-06-11,353.92,-191.74,162.18,12377.44,3988.52,28040.79,11793.1
2015-06-12,369.15,353.08,722.23,12450.69,4176.8,28012.56,12351.64
2015-06-15,636.25,36.69,672.95,13726.400000000001,3826.0099999999998,28122.100000000002,12336.45
2015-06-16,-82.48,463.54,381.06,13452.240000000002,4762.38,27560.16,13209.449999999999
2015-06-17,-319.6,-151.45,-471.06,13040.29,4438.099999999999,26999.96,12662.92
2015-06-18,-422.4,33.57,-388.84,12228.240000000002,4504.669999999999,26425.46,12708.08
2015-06-19,-883.18,-226.72,-1109.9,11185.27,4193.93,25473.58,12095.800000000001
2015-06-22,1128.1,52.21,1180.31,12699.900000000001,4058.44,26878.66,12255.97
2015-06-23,-451.6,-393.56,-845.17,11550.01,3671.3399999999997,26467.399999999998,11969.48
2015-06-24,-10.63,-96.29,-106.92,11518.64,3556.13,27203.25,12052.449999999999
2015-06-25,-38.41,-380.88,-419.28,11393.88,3189.41,27114.010000000002,11358.72
2015-06-26,253.7,258.18,511.88,12014.210000000001,3106.4999999999995,27762.010000000002,11779.730000000001
2015-06-29,507.87,264.98,772.85,12643.72,3195.85,28721.670000000002,11801.33
2015-06-30,530.24,-469.08,61.16,13516.359999999999,2610.5899999999997,29061.96,11396.99
2015-07-01,-191.54,450.17,258.63,13311.29,3392.0499999999997,28074.420000000002,12389.95
2015-07-02,16.44,799.22,815.66,12371.880000000001,4254.84,27531.7,13310.26
2015-07-03,241.29,63.8,305.09,13199.12,3999.04,28458.24,13677.79
2015-07-06,-24.35,-142.33,-166.68,13881.55,3795.3999999999996,28828.7,13475.289999999999
2015-07-07,903.67,897.3,1800.97,13949.63,4444.84,29161.98,14679.710000000001
2015-07-08,345.49,-345.69,-0.2,14299.779999999999,3519.2,29898.71,14006.23
2015-07-09,467.44,56.03,523.47,15001.76,3213.6499999999996,30378.47,14039.58
2015-07-10,431.44,103.89,535.33,14813.25,3239.5899999999997,30434.88,14146.75
2015-07-13,686.74,453.54,1140.28,15702.8,3796.43,31505.79,14353.52
2015-07-14,190.51,157.92,348.43,14880.31,4670.41,31543.61,14172.27
2015-07-15,-548.42,-99.59,-648.01,13892.93,4571.34,31562.2,14028.710000000001
2015-07-16,299.84,-235.36,64.49,14336.73,4383.779999999999,32062.72,13974.71
2015-07-17,-225.68,-52.55,-278.22,12932.4,4164.12,31577.15,14404.35
2015-07-20,-164.31,-252.08,-416.39,12970.95,3908.2099999999996,32109.34,14308.08
2015-07-21,393.18,64.35,457.53,12893.08,4018.6799999999994,32182.280000000002,14507.589999999998
2015-07-22,719.14,-119.26,599.88,13362.57,4383.239999999999,32811.240000000005,14306.21
2015-07-23,110.64,-398.21,-287.58,12722.34,4217.02,32545.64,13961.539999999999
2015-07-24,254.42,426.54,680.96,12096.0,4450.5599999999995,32588.100000000002,14131.7
2015-07-27,951.11,-99.3,851.81,12931.11,3786.4900000000002,32757.140000000003,14166.289999999999
2015-07-28,220.38,-330.44,-110.06,13428.199999999999,3435.31,32814.91,13802.96
2015-07-29,1400.84,-0.48,1400.36,14499.05,3286.49,34330.45,13397.279999999999
2015-07-30,382.75,70.51,453.27,15120.66,3021.2599999999998,34552.05,13315.24
2015-07-31,-780.38,-473.94,-1254.32,13233.59,2740.5899999999997,33400.020000000004,12809.31
2015-08-03,476.67,149.49,626.17,13541.99,2730.04,33752.26,13089.38
2015-08-04,290.58,-264.15,26.43,13915.23,2638.04,33922.54,12965.199999999999
2015-08-05,744.88,563.31,1308.19,14467.769999999999,2891.8999999999996,34918.42,13733.689999999999
2015-08-06,436.59,207.19,643.78,15477.92,3003.6699999999996,35586.46000000001,14053.18
2015-08-07,30.77,-69.97,-39.2,15894.5,2794.1599999999994,36218.53,13706.51
2015-08-10,-512.15,-173.55,-685.7,14682.14,2805.39,34731.59,13549.529999999999
2015-08-11,-4.51,18.51,14.0,14906.08,2561.7899999999995,35249.01,13922.97
2015-08-12,-325.26,233.84,-91.42,15004.279999999999,2120.22,35170.200000000004,13576.359999999999
2015-08-13,-190.26,42.35,-147.91,14445.689999999999,2414.9399999999996,35239.14,13472.72
2015-08-14,394.29,-15.15,379.14,14147.130000000001,2451.72,35085.97,13829.65
2015-08-17,934.95,67.51,1002.46,14622.599999999999,2399.75,36068.39,13979.710000000001
2015-08-18,297.34,-131.16,166.18,14321.92,1982.6699999999998,35641.86,13765.28
2015-08-19,-497.94,-52.96,-550.9,14102.38,2047.5699999999997,35380.67,13150.939999999999
2015-08-20,322.3,-575.74,-253.44,15035.59,2271.74,35463.47,12857.63
2015-08-21,698.32,342.12,1040.43,14883.24,2156.1,36479.46,12856.94
2015-08-24,-204.89,139.64,-65.25,14739.69,2017.5899999999997,35102.0,12526.73
2015-08-25,32.99,-182.04,-149.05,14798.1,2308.43,35628.79,12483.289999999999
2015-08-26,107.34,619.62,726.96,14141.34,3060.3199999999997,35481.219999999994,13136.16
2015-08-27,-292.45,76.1,-216.34,13470.769999999999,2615.97,34771.88,13473.15
2015-08-28,424.14,-260.84,163.3,13566.97,1870.79,34889.12,13223.35
2015-08-31,39.53,307.02,346.55,12424.0,1846.2199999999998,34921.29,13491.35
2015-09-01,309.77,169.41,479.18,12955.53,2018.4599999999998,35195.97,13412.87
2015-09-02,-343.75,168.37,-175.37,12047.86,2111.93,34730.310000000005,13204.179999999998
2015-09-03,-118.73,-77.73,-196.46,11800.62,2023.4799999999996,34585.08,13300.88
2015-09-04,461.19,185.15,646.34,12027.509999999998,1820.1599999999999,34464.33,14026.23
2015-09-07,-86.42,-28.53,-114.94,11076.859999999999,2004.3799999999999,33172.65,13954.07
2015-09-08,963.48,216.78,1180.26,11686.42,2412.8999999999996,34314.88,14032.789999999999
2015-09-09,-99.82,-521.48,-621.3,11217.449999999999,1538.34,34799.96,13386.48
2015-09-10,212.34,-80.16,132.18,10793.539999999999,1421.4899999999998,34956.44,13354.32
